397	Closing the box , he paused beside the open door and looked back at me .	Closing	0	0
482	wolfed down that old honeysucker , every last bite .	wolfed	0	0
572	said Zheng .	said	0	0
707	postulate .	postulate	0	0
1312	said the woman , slithering up across the furs to sit up .	said	0	0
1673	asked the hunchback .	asked	0	0
1766	asked Adrienne .	asked	0	0
2060	cried the woman .	cried	0	0
2627	said Sarah .	said	0	0
2662	Disappeared , I corrected her .	Disappeared	0	0
3382	said Kishori .	said	0	0
3811	asked Nepthys .	asked	0	0
10	He poured a dollop of the clear liquid into one cup and passed it to me .	poured	1	0
35	Gavin battled with indecision for several moments , he plopped back into the chair .	battled	1	1
44	It turned toward Sarah 's wave and acknowledged her with a nod , moments later setting a fluted glass of sparkling liquid in front of her .	turned	1	0
50	He tarries and I grieve . '	tarries	1	0
62	I saw people with skin stretched so tightly across their cheekbones that the corners had broken through – people whose cheekbones had horns growing from them , and people whose skin was gathered back like a ponytail .	saw	1	0
66	Jerusalem flourished during the early years of the Mandate .	flourished	1	0
67	Nepthys looked at me incredulously .	looked	1	1
84	He banked sharply , shooting a wild wall of water at the sun .	banked	1	0
90	He stashed the Guide back in his satchel and hurried out on to the street again .	stashed	1	0
94	She opened the door and took us past several doors marked with odd geometrical designs to another locked room .	opened	1	0
103	We kissed and slipped inside .	kissed	1	0
108	I thought that I saw one rib shift in its setting , like a cat trying to scratch its back against a wall , but when I turned , it was still .	thought	1	0
109	Israel confiscated all land owned by the British government , mostly desert and mountains , after the 1948 War of Independence .	confiscated	1	0
117	We chased after him , Amy keeping up valiantly behind us .	chased	1	0
119	I looked at Adrienne .	looked	1	0
134	He wept and defended himself and as long as he was able to move any part of his body , he struggled and shouted : Proudly and patiently he waited for someone to ask for a song from him and then hesitantly took his gusle out of his bag , breathed on it , looked to see if his bow had been slackened by damp , and tuned up , all the while quite clearly wanting to attract as little attention as possible to these technical preliminaries .	wept	1	1
142	I noticed when my back hit the wall that I was walking backwards .	noticed	1	0
145	We spun around three times , and then something flashed across Nepthys hand and he shook a spray of blood onto the dust .	spun	1	0
163	She reviewed the information gleaned from our previous dinner conversations , adding , I heard the captain say something yesterday , as I walking to the Pyrope Parlor .	reviewed	1	0
183	She prayed God for a miracle and that her ticket should draw the first prize .	prayed	1	1
184	It is true that Moore 's film is sometimes unintentionally deceptive , but to call it fraudulent is hyperbole to the extreme .	is	1	0
197	Wick stewed under his accusatory glare .	stewed	1	1
223	I listed every possible way I could get the money I needed .	listed	1	0
230	I stopped eating halfway through , not because I was full .	stopped	1	0
241	I whirled around and threw up my arm just in time to knock Dvorov away .	whirled	1	0
250	Adrienne looked at me , then back out through the window .	looked	1	1
254	She disarticulated the legs , then started on the delicate carapace , which split along three great circles and opened up like a peeled orange .	disarticulated	1	0
265	Someone opened it a crack , then ushered us in .	opened	1	0
279	She smiled , then crossed the room to join me by the window , not waiting for an answer .	smiled	1	0
296	I ask merely for information , did little to improve his state of mind .	ask	1	0
303	You write : Fact : The little boy was the class thug , already suspended from school for stabbing another kid with a pencil , and had fought with Kayla the day before .	write	1	0
319	It split , it ripped .	split	1	0
320	I shut up and tried to breathe .	shut	1	0
325	Greece moved in to administer the land , but a new influence upset any grand dreams of making this region a part of greater Greece .	moved	1	0
326	He walked slowly down the aisle as in a dream .	walked	1	0
329	And boiled .	boiled	1	1
340	I spent the evening listening , mostly .	spent	1	1
351	She turned to me with tired sympathy .	turned	1	0
357	He said something about a wreck going well .	said	1	0
361	I dodged , but he tossed it , and I held the box in front of my face .	dodged	1	0
364	There was a terrific echo , each beat reverberating inside of the next , and the old stained - glass windows rattled in their frames .	was	1	0
381	It beat the top of the sea into a mist , it pounded the trees , it churned and slopped a stretch of scrubby land near the sea into a mudbath .	beat	1	0
386	I sighed .	sighed	1	0
390	I told myself that tonight , the observation period would end and I 'd start puzzling out the ship 's mystery .	told	1	0
398	This struck a chord .	struck	1	1
403	She sat up , running her hands along her pale , round thighs .	sat	1	0
406	Pilate banished the thought and it passed as quickly as it had come .	banished	1	0
430	She gave me a look , pitying and a little pleased that she got to be the one to share the news .	gave	1	0
437	Icarus singed his wings .	singed	1	0
451	He offered it to Nepthys , who opened the box : on velvet lining , a wooden hammer and two stakes .	offered	1	0
