0	Deuxièmement , je flottais dans les restes sombres de mon vaisseau brisé , et toutes les sources de lumière imaginables n' étaient pas à portée de vue ;	flottais	3	0
1	Une petite fille est allongée dans un lit blanc .	allongée	4	1
2	La prochaine chose qui sortira de votre bouche sera probablement la réponse de la carapace jusqu' à ce que nous trouvions comment la remettre en place " .	réponse	11	0
3	Si tu as de les regrets , cela détruit le mérite .	détruit	8	0
4	la personne dit que c' était le premier dessin d' elle comme une femme plus mince , qui lui a vraiment donné la récompense qu' elle cherchait .	dit	2	1
5	Trois personnes sont dans un voilier sur l' eau .	voilier	5	0
6	Maintenant le printemps était de retour , sous le béton , et je pouvais le sentir même ici .	retour	5	0
7	C' est à moi ?	moi	3	1
8	Si vos plans de voyage d' aujourd'hui n' incluent pas Los Angeles , c' est le moment idéal pour débarquer .	moment	16	0
9	La compassion et la colère étaient les sujets de la session .	sujets	7	0
10	Une personne en combinaison de plongée surfe sur une grosse vague .	personne	1	1
11	Deux enfants jouent sur un vélo .	jouent	2	1
12	Une femme vêtue de rose et de vert est rejointe par d' autres dans la rue .	rejointe	9	0
13	En 1934 , le mufti de Jérusalem , le chef spirituel de les musulmans de la ville , décrète que les croyants ont le devoir d' assassiner les autres musulmans qui vendent de les terres à les Juifs .	décrète	18	0
14	Placez le mélange de la taille d' une cuillère à soupe sur la plaque de cuisson , et aplatissez -le avec une fourchette .&# 160 ;	Placez	0	1
15	Nous jouions en plein air .	jouions	1	1
16	certains autocollants sont imprimés , tandis que d' autres semblent plus artisanaux , comme celui que l' on voit ici .	imprimés	3	1
17	Un quarterback s' apprête à faire une passe depuis la zone d' en-but lors d' un match de football .	apprête	3	0
18	Deux garçons , l' un nu , l' autre en jupe , courent sur le sable .	courent	12	1
19	Nous verrons qu' elle a prospéré à toutes les époques de l' histoire de le monde , et nous commencerons à nous demander pourquoi .	verrons	1	0
20	J' étais content de me laisser dériver , et j' avais presque oublié le corps gisant avec le cou brisé sur les dalles de la cathédrale quand j' ai senti un contact chaud sur sa joue .	content	2	0
21	la maison est en grande partie ouverte , ce qui permet à la lumière d' entrer et de la faire paraître beaucoup plus spacieuse .	partie	5	1
22	Son visage était petit et ridé , avec de les lunettes fumées de la taille d' un sou en équilibre sur son nez fin .	petit	3	0
23	Comment ils étaient tous alimentés était un mystère .	mystère	7	0
24	C' est un magasin d' esclaves , a -t -il expliqué tranquillement .	magasin	3	0
25	Nous attendons actuellement le chargement de notre complément de petites serviettes en papier imbibées de citron pour votre confort , votre rafraîchissement et votre hygiène pendant le voyage .	attendons	1	0
26	Sur le sol se trouvait la tête de Dvorov , séparée de son corps par plusieurs pieds et une flaque croissante de sang noir .	trouvait	4	0
27	Dans un moment , il a dit , sans réussir à garder l' aplomb de sa voix :	dit	6	0
28	Arthur soupçonnait une part de masochisme chez le préfet Ford - la difficulté croissante de le voyage semblait lui donner un sens de le but qui lui faisait défaut autrement .	semblait	17	0
29	Deux médecins en blouse bleue pratiquent une opération chirurgicale .	pratiquent	5	1
30	Un homme en costume avec plusieurs sacs se tient dans la rue tandis que deux personnes à le premier plan pointent de le doigt et regardent quelque chose hors de le champ de la photo .	tient	8	0
31	Cela les rend tristes .	rend	2	1
32	L' excitation montait à mesure que minuit approchait et que les amis parlaient et dansaient .	montait	2	1
33	Deux jeunes garçons jouent dans une flaque d' eau par une journée confortable .	jouent	3	1
34	Eh bien , répondit Percy , je rougis de vous le dire , mais c' était un gars qui bougeait beaucoup .	répondit	3	0
35	L' homme se prépare à surfer sur la plage .	prépare	3	1
36	le style de dessin de van set - c' est pourquoi j' aime son travail .	aime	12	1
37	Amy , tenant toujours ma main , a souri .	souri	8	0
38	De plus en plus noire , tachetée de minuscules points de lumière qui s' élèvent pour rompre le vide , ne serait -ce que pour un bref instant .	-ce	22	0
39	Quel soulagement de ne plus entendre mon coéquipier Jesse parler de sa copine sur Terre et de les vacances pour deux tous frais payés qu' elle a gagnées la dernière fois qu' il était en congé .	soulagement	1	0
40	Il était dans ce business de sauveur depuis plus longtemps que nous tous .	business	4	0
41	Amy n' a pas rougi , et j' espérais qu' elle ne comprenait pas ce que disait Isis .	rougi	4	0
